PlcIndex	befundart	epoche	abschnitt	kultur	Easting	Northing
17892	Siedlung	undat.	NA	NA	4500864,477	5733427,336
17967	Siedlung	undat.	NA	NA	4500909,599	5733414,236
17991	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500917,448	5733404,458
17992	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500916,813	5733403,198
17995	Siedlung	undat.	NA	NA	4500920,662	5733402,809
18001	Siedlung	Neolithikum	spaet	Schnurkeramik	4500887,674	5733431,063
18002	Siedlung	undat.	NA	NA	4500885,411	5733428,182
18055	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500921,565	5733413,519
18102	Siedlung	undat.	NA	NA	4500891,377	5733423,728
18103	Siedlung	undat.	NA	NA	4500885,373	5733425,119
18105	Siedlung	undat.	NA	NA	4500893,46	5733422,112
18106	Siedlung	undat.	NA	NA	4500898,043	5733419,698
18335	Siedlung	undat.	NA	NA	4500827,95	5733382,643
18399	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500849,408	5733409,817
18422	Siedlung	Eisenzeit	NA	NA	4500838,826	5733398,986
18427	Siedlung	Eisenzeit	NA	NA	4500879,015	5733403,258
6663	Graeberfeld	Neolithikum	spaet	Schnurkeramik	4494861,372	5735224,374
8727	Siedlung	undat.	NA	NA	4494861,364	5735236,439
8732	Siedlung	undat.	NA	NA	4494884,635	5735222,121
6644	unklar	Neolithikum	mittel	Baalberge	4494862,209	5735242,809
5715	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490997,556	5738720,997
6083	Siedlung	undat.	NA	NA	4490988,946	5738698,194
8004	Graeberfeld	Neolithikum	spaet	Glockenbecher	4491011,52	5738726,744
8161	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491005,547	5738729,371
8859	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490999,158	5738708,174
8861	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490996,564	5738705,765
8901	Siedlung	undat.	NA	NA	4490996,07	5738710,425
8902	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491001,822	5738722,009
8904	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490994,493	5738711,272
8905	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491001,67	5738715,898
8917	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490987,966	5738706,678
8906	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490994,99	5738714,365
8919	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491006,691	5738729,972
8911	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490991,512	5738710,823
8912	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490991,005	5738708,499
8914	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490991,274	5738705,033
6417	Siedlung	undat.	NA	NA	4497972,132	5733553,293
6418	Siedlung	undat.	NA	NA	4497954,864	5733563,794
6422	Siedlung	undat.	NA	NA	4497956,217	5733566,5
6427	Siedlung	undat.	NA	NA	4497959,279	5733560,053
6428	Siedlung	undat.	NA	NA	4497951,527	5733566,161
7382	Siedlung	undat.	NA	NA	4497948,912	5733561,443
7390	Siedlung	undat.	NA	NA	4497957,331	5733554,718
7391	Siedlung	undat.	NA	NA	4497955,588	5733554,843
7392	Siedlung	undat.	NA	NA	4497969,757	5733553,326
7393	Siedlung	undat.	NA	NA	4497972,751	5733553,434
7394	Siedlung	undat.	NA	NA	4497970,043	5733559,036
7395	Siedlung	undat.	NA	NA	4497970,56	5733559,265
7396	Siedlung	undat.	NA	NA	4497966,704	5733560,115
7397	Siedlung	undat.	NA	NA	4497967,039	5733561,521
7398	Siedlung	undat.	NA	NA	4497957,1	5733561,414
7399	Siedlung	undat.	NA	NA	4497955,912	5733565,431
7400	Siedlung	undat.	NA	NA	4497958,655	5733559,769
7620	Siedlung	undat.	NA	NA	4497958,9	5733580,223
7628	unklar	Eisenzeit	aelter	Hausurnenkultur	4497966,896	5733566,014
7629	Siedlung	undat.	NA	NA	4497956,718	5733554,705
8076	Siedlung	undat.	NA	NA	4497980,674	5733594,823
8069	Siedlung	undat.	NA	NA	4497993,537	5733592,195
8072	Siedlung	undat.	NA	NA	4497988,098	5733593,55
9265	Siedlung	undat.	NA	NA	4497958,585	5733581,019
9266	Siedlung	undat.	NA	NA	4497974,088	5733589,048
9267	Siedlung	undat.	NA	NA	4497980,995	5733585,623
9268	Siedlung	undat.	NA	NA	4497987,669	5733589,36
9269	Siedlung	undat.	NA	NA	4497973,788	5733586,746
9272	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4497973,642	5733554,618
9274	Siedlung	undat.	NA	NA	4497958,607	5733548,178
9303	Graeberfeld	Eisenzeit	aelter	Hausurnenkultur	4497957,631	5733553,438
8536	Siedlung	undat.	NA	NA	4496309,442	5733655,181
8537	Siedlung	undat.	NA	NA	4496325,496	5733661,071
16913	Siedlung	undat.	NA	NA	4500726,958	5733337,181
16914	Siedlung	undat.	NA	NA	4500738,313	5733325,127
16917	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4500667,749	5733346,787
16918	unklar	Bronzezeit	spaet	Saalemuendungsgruppe	4500669,179	5733345,719
16919	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4500665,765	5733342,622
16920	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4500666,566	5733342,669
16921	unklar	Bronzezeit	spaet	Saalemuendungsgruppe	4500665,633	5733338,691
16922	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4500665,289	5733343,053
16923	unklar	Bronzezeit	spaet	Saalemuendungsgruppe	4500668,335	5733332,174
16924	unklar	Bronzezeit	spaet	Saalemuendungsgruppe	4500665,717	5733338,494
16925	Siedlung	undat.	NA	NA	4500670,1	5733329,668
16926	Siedlung	undat.	NA	NA	4500671,411	5733330,562
16927	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4500663,762	5733337,508
16934	Graeberfeld	undat.	NA	NA	4500673,046	5733337,906
16928	Graeberfeld	Bronzezeit	spaet	Saalemuendungsgruppe	4500676,162	5733337,443
16929	Graeberfeld	Bronzezeit	spaet	Saalemuendungsgruppe	4500681,019	5733334,738
16930	unklar	Neolithikum	mittel	Kugelamphorenkultur	4500681,117	5733338,058
16931	Graeberfeld	undat.	NA	NA	4500683,01	5733341,314
16932	Siedlung	undat.	NA	NA	4500680,503	5733340,146
16933	Siedlung	undat.	NA	NA	4500674,27	5733332,677
16945	Siedlung	undat.	NA	NA	4500648,753	5733275,115
16935	Graeberfeld	undat.	NA	NA	4500676,106	5733339,8
16936	Siedlung	undat.	NA	NA	4500665,296	5733329,973
16939	Siedlung	undat.	NA	NA	4500668,889	5733278,819
16940	unklar	undat.	NA	NA	4500671,879	5733272,724
16941	Siedlung	undat.	NA	NA	4500647,838	5733279,077
16942	Siedlung	undat.	NA	NA	4500647,77	5733275,214
16944	Siedlung	undat.	NA	NA	4500663,31	5733274,524
16946	Siedlung	undat.	NA	NA	4500649,936	5733273,976
16950	unklar	undat.	NA	NA	4500636,555	5733295,855
16951	Siedlung	undat.	NA	NA	4500634,362	5733296,263
16952	Siedlung	undat.	NA	NA	4500642,021	5733290,679
16953	Siedlung	undat.	NA	NA	4500643,991	5733290,076
16954	Siedlung	undat.	NA	NA	4500634,026	5733292,282
16955	Siedlung	undat.	NA	NA	4500631,639	5733293,504
16956	Siedlung	undat.	NA	NA	4500632,814	5733298,035
16957	Siedlung	undat.	NA	NA	4500633,528	5733298,593
16958	Siedlung	undat.	NA	NA	4500629,865	5733294,918
16959	Siedlung	undat.	NA	NA	4500634,006	5733297,812
16960	Siedlung	undat.	NA	NA	4500701,014	5733296,371
16962	Siedlung	undat.	NA	NA	4500609,883	5733403,345
16963	unklar	Neolithikum	spaet	Schnurkeramik	4500609,493	5733402,569
16964	Siedlung	Neolithikum	spaet	Schnurkeramik	4500608,19	5733403,729
16966	Siedlung	undat.	NA	NA	4500685,336	5733433,502
16967	Siedlung	undat.	NA	NA	4500684,34	5733433,927
16968	Siedlung	undat.	NA	NA	4500677,416	5733445,56
16969	Siedlung	undat.	NA	NA	4500676,002	5733444,543
16970	Siedlung	undat.	NA	NA	4500678,95	5733448,722
16971	Siedlung	undat.	NA	NA	4500678,112	5733447,336
16973	Siedlung	undat.	NA	NA	4500682,005	5733445,226
16974	Siedlung	undat.	NA	NA	4500674,605	5733444,599
16975	Siedlung	undat.	NA	NA	4500676,745	5733441,714
16976	Siedlung	undat.	NA	NA	4500672,653	5733429,145
16977	unklar	undat.	NA	NA	4500679,889	5733428,621
16978	Siedlung	undat.	NA	NA	4500674,771	5733414,561
16979	Siedlung	undat.	NA	NA	4500677,54	5733415,284
16980	Siedlung	undat.	NA	NA	4500676,323	5733414,01
16981	unklar	undat.	NA	NA	4500674,592	5733413,546
16983	Siedlung	undat.	NA	NA	4500684,962	5733402,581
16985	Siedlung	undat.	NA	NA	4500838,053	5733364,003
17017	Siedlung	undat.	NA	NA	4500728,654	5733381,212
16987	Siedlung	undat.	NA	NA	4500687,824	5733397,519
16988	Siedlung	undat.	NA	NA	4500689,302	5733400,992
16989	Siedlung	undat.	NA	NA	4500637,105	5733269,487
16990	Siedlung	undat.	NA	NA	4500635,061	5733270,235
16991	Siedlung	undat.	NA	NA	4500633,627	5733271,433
16992	Siedlung	undat.	NA	NA	4500668,878	5733368,401
16993	Siedlung	undat.	NA	NA	4500620,437	5733419,863
16994	Siedlung	undat.	NA	NA	4500634,002	5733270,683
16995	Siedlung	undat.	NA	NA	4500676,98	5733362,42
16997	Siedlung	undat.	NA	NA	4500677,954	5733366,253
16998	Siedlung	undat.	NA	NA	4500585,306	5733329,258
16999	Siedlung	undat.	NA	NA	4500625,405	5733403,244
17000	Siedlung	undat.	NA	NA	4500630,621	5733403,375
17001	Siedlung	undat.	NA	NA	4500693,273	5733454,482
17002	Siedlung	undat.	NA	NA	4500696,866	5733452,964
17120	Siedlung	undat.	NA	NA	4500684,998	5733444,287
17003	unklar	undat.	NA	NA	4500686,731	5733269,622
17004	Siedlung	undat.	NA	NA	4500705,239	5733275,554
17005	Siedlung	undat.	NA	NA	4500666,183	5733329,39
17007	Siedlung	undat.	NA	NA	4500702,922	5733275,873
17008	Siedlung	undat.	NA	NA	4500707,78	5733271,105
17009	Siedlung	undat.	NA	NA	4500712,138	5733348,745
17010	Siedlung	undat.	NA	NA	4500708,937	5733344,48
17011	Siedlung	undat.	NA	NA	4500575,082	5733340,327
17012	Siedlung	undat.	NA	NA	4500654,781	5733432,195
17013	Siedlung	undat.	NA	NA	4500749,616	5733319,78
17014	Siedlung	undat.	NA	NA	4500654,166	5733432,37
17015	Siedlung	undat.	NA	NA	4500726,301	5733327,995
17019	Siedlung	undat.	NA	NA	4500732,471	5733379,454
17020	Siedlung	undat.	NA	NA	4500733,62	5733380,747
17021	Siedlung	undat.	NA	NA	4500732,136	5733381,392
17022	Siedlung	Neolithikum	spaet	Schnurkeramik	4500745,802	5733379,609
17324	Siedlung	undat.	NA	NA	4500647,471	5733274,455
17032	Siedlung	undat.	NA	NA	4500768,428	5733360,521
17033	Siedlung	undat.	NA	NA	4500769,792	5733357,25
17034	Siedlung	undat.	NA	NA	4500759,742	5733361,447
17035	Siedlung	undat.	NA	NA	4500759,879	5733360,064
17036	Siedlung	undat.	NA	NA	4500757,084	5733359,753
17037	Siedlung	undat.	NA	NA	4500759,025	5733358,306
17038	Siedlung	undat.	NA	NA	4500767,925	5733355,977
17325	Siedlung	undat.	NA	NA	4500647,92	5733274,151
17040	Siedlung	undat.	NA	NA	4500768,231	5733358,103
17041	Siedlung	undat.	NA	NA	4500768,341	5733356,823
17042	Siedlung	undat.	NA	NA	4500757,107	5733370,732
17043	Siedlung	undat.	NA	NA	4500784,505	5733337,125
17045	Siedlung	undat.	NA	NA	4500789,284	5733343,992
17046	Siedlung	undat.	NA	NA	4500770,035	5733347,11
17047	Siedlung	undat.	NA	NA	4500773,275	5733348,602
17048	Siedlung	undat.	NA	NA	4500777,634	5733349,629
17049	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500781,695	5733337,751
17050	Siedlung	undat.	NA	NA	4500756,195	5733378,242
17051	Siedlung	undat.	NA	NA	4500663,201	5733441,22
17326	Siedlung	undat.	NA	NA	4500649,683	5733272,075
17052	Siedlung	undat.	NA	NA	4500686,486	5733361,674
17053	Siedlung	undat.	NA	NA	4500709,267	5733344,151
17054	unklar	Neolithikum	spaet	Schnurkeramik	4500722,918	5733327,08
17055	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500743,152	5733305,997
17056	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4500713,597	5733357,901
17057	Siedlung	undat.	NA	NA	4500702,335	5733358,843
17058	Siedlung	undat.	NA	NA	4500711,393	5733344,173
17059	unklar	undat.	NA	NA	4500715,078	5733354,212
17060	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500702,98	5733372,885
17061	Siedlung	Neolithikum	spaet	Schnurkeramik	4500723,031	5733325,018
17102	Siedlung	undat.	NA	NA	4500586,233	5733376,891
17062	Siedlung	undat.	NA	NA	4500653,427	5733406,335
17063	Siedlung	undat.	NA	NA	4500651,946	5733405,679
17064	Siedlung	undat.	NA	NA	4500650,813	5733404,464
17066	Siedlung	undat.	NA	NA	4500653,174	5733408,747
17067	Siedlung	undat.	NA	NA	4500653,06	5733410,906
17068	Siedlung	undat.	NA	NA	4500651,83	5733410,116
17069	Siedlung	undat.	NA	NA	4500651,098	5733407,1
17070	Siedlung	undat.	NA	NA	4500647,183	5733404,561
17103	Siedlung	undat.	NA	NA	4500749,575	5733350,452
17071	unklar	undat.	NA	NA	4500644,966	5733406,758
17076	Siedlung	undat.	NA	NA	4500764,658	5733389,99
17077	Siedlung	undat.	NA	NA	4500763,879	5733391,764
17078	Siedlung	undat.	NA	NA	4500765,027	5733394,86
17087	Siedlung	undat.	NA	NA	4500710,676	5733286,682
17104	Siedlung	undat.	NA	NA	4500689,824	5733280,193
17080	Siedlung	undat.	NA	NA	4500715,886	5733273,937
17082	Siedlung	undat.	NA	NA	4500715,671	5733279,976
17083	Siedlung	undat.	NA	NA	4500715,341	5733276,67
17084	Siedlung	undat.	NA	NA	4500707,831	5733277,872
17085	Siedlung	undat.	NA	NA	4500708,737	5733274,417
17086	Siedlung	undat.	NA	NA	4500709,059	5733285,286
17101	Siedlung	undat.	NA	NA	4500753,042	5733351,997
17498	Siedlung	undat.	NA	NA	4500795,158	5733383,962
17088	Siedlung	undat.	NA	NA	4500700,286	5733283,87
17089	Siedlung	undat.	NA	NA	4500759,333	5733325,555
17097	Siedlung	undat.	NA	NA	4500745,863	5733352,015
17098	Siedlung	undat.	NA	NA	4500748,023	5733350,282
17099	Siedlung	undat.	NA	NA	4500749	5733352,742
17100	Siedlung	undat.	NA	NA	4500746,154	5733354,177
17105	Siedlung	undat.	NA	NA	4500684,26	5733270,91
17106	Siedlung	undat.	NA	NA	4500669,227	5733291,513
17107	Siedlung	undat.	NA	NA	4500665,342	5733290,796
17108	Siedlung	undat.	NA	NA	4500661,928	5733305,861
17109	Siedlung	undat.	NA	NA	4500667,302	5733289,229
17110	Siedlung	undat.	NA	NA	4500667,017	5733293,026
17111	Siedlung	undat.	NA	NA	4500709,748	5733263,651
17112	Siedlung	undat.	NA	NA	4500681,404	5733428,734
17113	Siedlung	undat.	NA	NA	4500690,451	5733438,905
17114	Siedlung	undat.	NA	NA	4500693,673	5733439,291
17115	Siedlung	undat.	NA	NA	4500688,401	5733451,079
17116	Siedlung	undat.	NA	NA	4500689,119	5733439,518
17117	Siedlung	undat.	NA	NA	4500696,185	5733439,743
17118	Siedlung	undat.	NA	NA	4500688,742	5733437,871
17119	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500678,923	5733441,093
17126	Siedlung	undat.	NA	NA	4500746,823	5733386,588
17127	Siedlung	undat.	NA	NA	4500748,296	5733387,764
17129	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500741,498	5733390,164
17141	Siedlung	undat.	NA	NA	4500754,91	5733354,019
17189	Siedlung	undat.	NA	NA	4500633,454	5733361,507
17131	Siedlung	undat.	NA	NA	4500726,592	5733385,599
17133	Siedlung	undat.	NA	NA	4500748,721	5733384,199
17137	Siedlung	undat.	NA	NA	4500742,131	5733391,676
17138	Siedlung	undat.	NA	NA	4500743,374	5733393,274
17228	Siedlung	undat.	NA	NA	4500625,993	5733320,918
17142	Siedlung	undat.	NA	NA	4500760,874	5733357,555
17144	Siedlung	undat.	NA	NA	4500755,216	5733353,436
17145	Siedlung	undat.	NA	NA	4500757,574	5733355,845
17146	Siedlung	undat.	NA	NA	4500761,917	5733355,356
17147	Siedlung	undat.	NA	NA	4500759,712	5733349,577
17148	Siedlung	undat.	NA	NA	4500758,943	5733350,805
17149	Siedlung	undat.	NA	NA	4500761,56	5733351,262
17150	Siedlung	undat.	NA	NA	4500760,955	5733350,395
17151	Siedlung	undat.	NA	NA	4500768,314	5733363,695
17152	Siedlung	undat.	NA	NA	4500764,577	5733362,564
17154	Siedlung	undat.	NA	NA	4500784,035	5733343,194
17155	Siedlung	undat.	NA	NA	4500782,684	5733342,327
17156	Siedlung	undat.	NA	NA	4500783,576	5733341,976
17157	Siedlung	undat.	NA	NA	4500783,611	5733341,07
17158	unklar	undat.	NA	NA	4500785,987	5733341,097
17159	Siedlung	undat.	NA	NA	4500722,53	5733330,975
17160	Siedlung	undat.	NA	NA	4500736,18	5733321,235
17161	Siedlung	undat.	NA	NA	4500714,826	5733350,201
17162	Siedlung	undat.	NA	NA	4500715,633	5733348,679
17163	Siedlung	undat.	NA	NA	4500717,277	5733350,337
17164	Siedlung	undat.	NA	NA	4500715,857	5733349,771
17165	Siedlung	undat.	NA	NA	4500714,098	5733350,343
17166	Siedlung	undat.	NA	NA	4500716,293	5733349,139
17167	Siedlung	undat.	NA	NA	4500715,151	5733347,651
17168	unklar	undat.	NA	NA	4500712,185	5733348,37
17171	Siedlung	undat.	NA	NA	4500647,849	5733406,909
17172	Siedlung	undat.	NA	NA	4500646,596	5733407,256
17173	Siedlung	undat.	NA	NA	4500643,043	5733407,385
17174	Siedlung	undat.	NA	NA	4500640,578	5733416,083
17175	unklar	undat.	NA	NA	4500638,517	5733412,333
17176	Siedlung	undat.	NA	NA	4500645,211	5733408,253
17178	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4500668,96	5733345,438
17185	Siedlung	undat.	NA	NA	4500590,975	5733391,577
17186	Siedlung	undat.	NA	NA	4500584,87	5733377,813
17187	Siedlung	undat.	NA	NA	4500700,94	5733284,737
17188	unklar	undat.	NA	NA	4500705,831	5733290,04
17328	Siedlung	undat.	NA	NA	4500636,749	5733272,618
17190	Siedlung	undat.	NA	NA	4500695,665	5733295,443
17191	Siedlung	undat.	NA	NA	4500693,198	5733297,041
17192	Siedlung	undat.	NA	NA	4500700,233	5733291,316
17193	Siedlung	undat.	NA	NA	4500697,662	5733293,534
17194	Siedlung	undat.	NA	NA	4500703,529	5733288,258
17195	Siedlung	undat.	NA	NA	4500699,852	5733288,663
17229	Siedlung	undat.	NA	NA	4500625,721	5733324,51
17214	Siedlung	undat.	NA	NA	4500683,84	5733334,925
17215	unklar	undat.	NA	NA	4500689,957	5733387,974
17216	Siedlung	undat.	NA	NA	4500692,469	5733385,103
17217	Siedlung	undat.	NA	NA	4500697,011	5733384,869
17218	Siedlung	undat.	NA	NA	4500710,187	5733388,92
17219	Siedlung	undat.	NA	NA	4500793,882	5733342,52
17220	Siedlung	undat.	NA	NA	4500803,369	5733344,666
17221	Siedlung	undat.	NA	NA	4500804,03	5733347,27
17222	Siedlung	undat.	NA	NA	4500629,653	5733313,543
17223	Siedlung	undat.	NA	NA	4500628,311	5733322,492
17224	Siedlung	undat.	NA	NA	4500806,225	5733346,795
17225	Siedlung	undat.	NA	NA	4500807,471	5733346,711
17226	unklar	undat.	NA	NA	4500622,429	5733323,876
17231	Siedlung	undat.	NA	NA	4500617,923	5733328,522
17234	Siedlung	undat.	NA	NA	4500687,252	5733433,219
17235	Siedlung	undat.	NA	NA	4500693,283	5733435,377
17236	Siedlung	undat.	NA	NA	4500695,807	5733433,565
17237	Siedlung	undat.	NA	NA	4500693,553	5733433,427
17239	Siedlung	undat.	NA	NA	4500689,448	5733435,851
17240	Siedlung	undat.	NA	NA	4500690,374	5733434,357
17241	Siedlung	undat.	NA	NA	4500606,225	5733379,731
17242	Siedlung	undat.	NA	NA	4500802,892	5733349,892
17243	Siedlung	undat.	NA	NA	4500740,062	5733394,593
17245	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500739,198	5733392,559
17247	Siedlung	undat.	NA	NA	4500740,651	5733388,556
17248	Siedlung	undat.	NA	NA	4500742,846	5733390,622
17249	Siedlung	undat.	NA	NA	4500741,088	5733392,732
17250	Siedlung	undat.	NA	NA	4500740,677	5733391,854
17251	Siedlung	undat.	NA	NA	4500739,765	5733389,197
17253	Siedlung	undat.	NA	NA	4500697,633	5733439,048
17254	unklar	undat.	NA	NA	4500709,522	5733352,876
17255	Siedlung	undat.	NA	NA	4500710,253	5733354,428
17257	Siedlung	Neolithikum	spaet	Schnurkeramik	4500678,427	5733382,392
17258	Siedlung	undat.	NA	NA	4500688,621	5733387,059
17259	Siedlung	undat.	NA	NA	4500680,254	5733381,203
17260	Siedlung	undat.	NA	NA	4500678,522	5733380,297
17261	Siedlung	undat.	NA	NA	4500679,06	5733379,583
17262	Siedlung	undat.	NA	NA	4500634,554	5733423,816
17263	Siedlung	undat.	NA	NA	4500636,836	5733422,813
17264	Siedlung	undat.	NA	NA	4500632,703	5733423,211
17265	Siedlung	undat.	NA	NA	4500635,759	5733421,371
17266	Siedlung	undat.	NA	NA	4500636,886	5733433,249
17267	Siedlung	undat.	NA	NA	4500633,555	5733420,839
17268	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500644,678	5733422,304
17271	Siedlung	undat.	NA	NA	4500648,502	5733347,035
17272	Siedlung	undat.	NA	NA	4500649,86	5733345,581
17273	Graeberfeld	undat.	NA	NA	4500707,969	5733297,126
17274	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500724,764	5733279,001
17275	Siedlung	undat.	NA	NA	4500716,733	5733285,833
17278	Siedlung	undat.	NA	NA	4500762,476	5733375,999
17279	Siedlung	undat.	NA	NA	4500756,641	5733382,802
17280	Siedlung	undat.	NA	NA	4500758,016	5733383,524
17329	Siedlung	undat.	NA	NA	4500636,156	5733273,455
17283	Siedlung	undat.	NA	NA	4500760,381	5733384,365
17285	Siedlung	undat.	NA	NA	4500766,09	5733378,726
17286	Siedlung	undat.	NA	NA	4500761,343	5733378,707
17288	Siedlung	undat.	NA	NA	4500742,826	5733399,272
17289	Siedlung	undat.	NA	NA	4500630,65	5733402,626
17290	Siedlung	undat.	NA	NA	4500742,969	5733394,847
17291	Siedlung	undat.	NA	NA	4500743,922	5733393,649
17327	Siedlung	undat.	NA	NA	4500638,814	5733271,734
17295	Siedlung	undat.	NA	NA	4500760,594	5733395,753
17296	Siedlung	undat.	NA	NA	4500761,091	5733395,535
17308	Siedlung	undat.	NA	NA	4500754,174	5733325,623
17330	Siedlung	undat.	NA	NA	4500638,205	5733270,543
17306	Siedlung	undat.	NA	NA	4500736,414	5733352,342
17307	Siedlung	undat.	NA	NA	4500733,335	5733352,989
17310	unklar	undat.	NA	NA	4500754,974	5733332,627
17311	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500758,051	5733331,326
17312	Siedlung	undat.	NA	NA	4500744,101	5733330,932
17313	Siedlung	undat.	NA	NA	4500738,322	5733336,67
17314	Siedlung	undat.	NA	NA	4500732,428	5733349,037
17315	Siedlung	undat.	NA	NA	4500698,397	5733431,148
17316	Siedlung	undat.	NA	NA	4500699,051	5733432,413
17317	Siedlung	undat.	NA	NA	4500700,451	5733435,494
17318	Siedlung	undat.	NA	NA	4500698,302	5733433,514
17319	Siedlung	undat.	NA	NA	4500657,508	5733263,752
17320	Siedlung	undat.	NA	NA	4500618,17	5733347,367
17323	Siedlung	undat.	NA	NA	4500639,497	5733270,329
17331	Siedlung	undat.	NA	NA	4500646,792	5733438,58
17334	Siedlung	undat.	NA	NA	4500644,721	5733436,77
17339	Siedlung	undat.	NA	NA	4500721,758	5733390,894
17340	Siedlung	undat.	NA	NA	4500718,867	5733392,32
17341	Siedlung	undat.	NA	NA	4500732,316	5733402,255
17342	Siedlung	undat.	NA	NA	4500728,572	5733402,812
17343	Siedlung	undat.	NA	NA	4500731,737	5733396,083
17344	Siedlung	undat.	NA	NA	4500730,917	5733396,988
17345	Siedlung	undat.	NA	NA	4500699,654	5733366,502
17346	Siedlung	undat.	NA	NA	4500701,948	5733369,217
17347	Siedlung	undat.	NA	NA	4500649,991	5733403,571
17348	Siedlung	undat.	NA	NA	4500685,783	5733372,898
17351	unklar	undat.	NA	NA	4500653,956	5733401,714
17352	Siedlung	undat.	NA	NA	4500675,21	5733377,836
17353	Siedlung	undat.	NA	NA	4500674,787	5733376,496
17354	Siedlung	undat.	NA	NA	4500675,728	5733375,22
17355	Siedlung	undat.	NA	NA	4500564,837	5733367,691
17356	Siedlung	undat.	NA	NA	4500632,845	5733427,802
17357	Siedlung	undat.	NA	NA	4500635,184	5733426,024
17358	Siedlung	undat.	NA	NA	4500630,84	5733424,981
17359	Siedlung	undat.	NA	NA	4500632,113	5733425,7
17360	Siedlung	undat.	NA	NA	4500629,358	5733426,22
17361	Siedlung	undat.	NA	NA	4500629,666	5733425,339
17362	Siedlung	undat.	NA	NA	4500650,917	5733274,113
17363	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500628,482	5733426,888
17364	Siedlung	undat.	NA	NA	4500636,357	5733425,414
17365	Siedlung	undat.	NA	NA	4500637,962	5733424,761
17378	Siedlung	Neolithikum	mittel	Kugelamphorenkultur	4500681,873	5733336,614
