PlcIndex	befundart	epoche	abschnitt	kultur	Easting	Northing
7561	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491550,368	5738338,966
7562	Siedlung	undat.	NA	NA	4494282,283	5736226,077
7563	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491540,177	5738334,667
7564	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491539,389	5738339,467
7565	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491537,484	5738336,686
7566	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491536,953	5738346,95
7567	Siedlung	undat.	NA	NA	4492709,644	5737915,297
7568	unklar	undat.	NA	NA	4492596,282	5737954,11
7569	Graeberfeld	undat.	NA	NA	4492796,791	5737823,149
7570	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491542,582	5738334,114
7571	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491520,933	5738346,203
7572	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4491530,292	5738346,812
7573	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491530,681	5738348,988
7574	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491584,917	5738311,749
7588	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491611,294	5738286,078
7577	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491527,926	5738348,769
7578	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491621,064	5738286,62
7579	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491629,088	5738287,701
7580	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491626,301	5738281,296
7581	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491621,754	5738281,069
7582	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491565,015	5738311,214
7583	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491623,683	5738284,01
7584	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491618,75	5738283,861
7586	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491616,659	5738292,026
7589	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491612,751	5738294,362
7590	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491609,303	5738291,349
7591	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491607,011	5738293,415
7592	Siedlung	undat.	NA	NA	4492650,998	5737923,877
7594	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491581,073	5738303,592
7595	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491593,917	5738298,404
7596	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491590,915	5738303,642
7598	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491583,044	5738301,363
7599	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491584,935	5738301,518
7604	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491588,476	5738305,136
7605	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491586,325	5738304,971
7606	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491581,634	5738301,386
7607	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491533,269	5738334,396
7609	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491525,746	5738342,189
7610	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491526,686	5738340,994
7611	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491523,761	5738341,586
7612	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491523,305	5738342,462
7613	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491536,233	5738334,491
7615	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491522,227	5738342,904
7616	Siedlung	undat.	NA	NA	4499849,499	5733219,598
7617	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491587,497	5738320,794
7618	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491564,938	5738324,747
7619	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491532,357	5738336,379
7621	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491515,222	5738360,041
7633	Siedlung	undat.	NA	NA	4499785,867	5733232,201
7634	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491528,853	5738338,449
7635	Siedlung	undat.	NA	NA	4499794,784	5733170,074
7644	unklar	undat.	NA	NA	4499164,658	5733316,797
7651	Graeberfeld	Eisenzeit	aelter	Hausurnenkultur	4499748,321	5733183,333
7652	unklar	undat.	NA	NA	4499773,043	5733202,612
7653	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4499748,436	5733213,556
7661	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491566,588	5738320,331
7662	Siedlung	undat.	NA	NA	4499791,099	5733162,116
7663	Graeberfeld	Eisenzeit	aelter	Hausurnenkultur	4499748,776	5733189,789
7655	Siedlung	undat.	NA	NA	4499786,743	5733171,157
7656	Siedlung	undat.	NA	NA	4499776,595	5733203,787
7660	Siedlung	undat.	NA	NA	4499783,262	5733203,908
7665	Graeberfeld	Eisenzeit	aelter	Hausurnenkultur	4499747,033	5733188,123
7666	Graeberfeld	Eisenzeit	aelter	Hausurnenkultur	4499746,954	5733188,365
7668	Siedlung	undat.	NA	NA	4499832,586	5733210,915
7669	Graeberfeld	Eisenzeit	aelter	Hausurnenkultur	4499743,482	5733204,732
7670	Siedlung	undat.	NA	NA	4499783,257	5733198,433
7671	Graeberfeld	undat.	NA	NA	4499749,174	5733183,112
7675	Siedlung	undat.	NA	NA	4499837,258	5733213,816
7678	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491540,25	5738337,298
7679	Siedlung	undat.	NA	NA	4499708,349	5733162,533
7684	Siedlung	undat.	NA	NA	4499774,418	5733216,374
7685	Siedlung	undat.	NA	NA	4499721,416	5733190,822
7695	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491580,99	5738310,117
7696	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491541,49	5738329,074
7692	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491585,775	5738308,358
7701	unklar	undat.	NA	NA	4492568,129	5737941,735
7705	Siedlung	undat.	NA	NA	4499837,088	5733196,848
7807	Siedlung	undat.	NA	NA	4499782,195	5733192,621
7716	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491605,258	5738303,902
7717	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491601,988	5738305,558
7719	Siedlung	undat.	NA	NA	4492514,247	5737968,257
7720	Siedlung	undat.	NA	NA	4492516,987	5737967,908
7722	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491601,277	5738310,183
7724	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491576,533	5738327,101
7725	Graeberfeld	undat.	NA	NA	4499783,111	5733209,316
7726	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491587,583	5738319,595
7729	Siedlung	undat.	NA	NA	4499833,826	5733196,589
7730	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491538,536	5738338,069
7736	unklar	undat.	NA	NA	4499382,879	5733246,825
7733	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491586,086	5738312,664
7734	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491581,506	5738315,82
7735	unklar	undat.	NA	NA	4499162,487	5733319,79
7739	Siedlung	undat.	NA	NA	4499784,92	5733229,211
7740	Siedlung	undat.	NA	NA	4499779,256	5733236,693
7741	Siedlung	undat.	NA	NA	4499790,28	5733186,407
7743	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491533,401	5738348,4
7777	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491526,326	5738346,623
7746	Siedlung	undat.	NA	NA	4499835,241	5733205,602
7747	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491527,649	5738347,228
7755	Siedlung	undat.	NA	NA	4499850,802	5733219,722
7756	Siedlung	undat.	NA	NA	4499775,971	5733222,08
7757	Siedlung	undat.	NA	NA	4499771,203	5733229,656
7752	Graeberfeld	Bronzezeit	spaet	Saalemuendungsgruppe	4499751,747	5733191,676
7760	Siedlung	undat.	NA	NA	4499774,663	5733226,527
7761	Siedlung	undat.	NA	NA	4499775,97	5733227,266
7762	Siedlung	undat.	NA	NA	4499772,766	5733238,281
7764	unklar	undat.	NA	NA	4499754,746	5733236,519
7770	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491529,685	5738352,995
7773	Siedlung	undat.	NA	NA	4499782,481	5733225,344
7775	Siedlung	undat.	NA	NA	4499780,724	5733243,082
7778	Siedlung	undat.	NA	NA	4499835,958	5733199,148
7780	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491612,94	5738288,474
7782	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491603,286	5738289,349
7806	Siedlung	undat.	NA	NA	4499852,024	5733222,015
7791	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491600,197	5738290,855
7794	Graeberfeld	Eisenzeit	aelter	Hausurnenkultur	4499761,101	5733218,036
7795	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4494523,28	5735924,374
7797	Siedlung	undat.	NA	NA	4499795,87	5733232,137
7798	Siedlung	undat.	NA	NA	4499771,833	5733213,189
7799	Siedlung	undat.	NA	NA	4499769,771	5733202,524
7800	Siedlung	undat.	NA	NA	4499772,013	5733205,636
7801	Siedlung	undat.	NA	NA	4499838,894	5733215,875
7804	Siedlung	undat.	NA	NA	4494249,746	5736255,992
7805	Siedlung	undat.	NA	NA	4499768,555	5733193,126
7808	Siedlung	undat.	NA	NA	4499773,551	5733230,729
7812	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491596,574	5738302,223
7816	Siedlung	undat.	NA	NA	4499777,326	5733224,621
7817	Siedlung	undat.	NA	NA	4499776,019	5733226,026
7814	Siedlung	undat.	NA	NA	4499777,299	5733233,358
7815	Siedlung	undat.	NA	NA	4499779,222	5733227,148
7872	Siedlung	undat.	NA	NA	4499838,23	5733206,891
7818	Siedlung	undat.	NA	NA	4499775,686	5733220,614
7819	Siedlung	undat.	NA	NA	4499825,724	5733197,364
7820	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491588,837	5738298,528
7823	Siedlung	undat.	NA	NA	4499776,785	5733218,899
7824	Siedlung	undat.	NA	NA	4499772,864	5733192,898
7837	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491557,588	5738326,975
7825	Siedlung	undat.	NA	NA	4499775,079	5733216,49
7829	Siedlung	undat.	NA	NA	4499777,261	5733211,979
7835	Siedlung	undat.	NA	NA	4499786,599	5733202,189
7830	Siedlung	undat.	NA	NA	4499774,966	5733209,484
7832	Siedlung	undat.	NA	NA	4499781,231	5733201,204
7833	Siedlung	undat.	NA	NA	4499780,283	5733198,961
7834	Siedlung	undat.	NA	NA	4499782,354	5733198,206
7836	Siedlung	undat.	NA	NA	4499836,835	5733209,406
7839	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491527,928	5738345,233
7840	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491582,205	5738309,059
7841	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491530,203	5738330,436
7846	Siedlung	undat.	NA	NA	4499793,663	5733172,829
7848	Siedlung	undat.	NA	NA	4499827,637	5733198,022
7849	Siedlung	undat.	NA	NA	4499831,363	5733197,089
7851	Siedlung	undat.	NA	NA	4499826,71	5733195,293
7853	Siedlung	undat.	NA	NA	4499773,714	5733215,036
7854	Siedlung	undat.	NA	NA	4499795,31	5733226,411
7855	Siedlung	undat.	NA	NA	4499850,755	5733216,903
7857	Siedlung	undat.	NA	NA	4499782,016	5733221,185
7858	Siedlung	undat.	NA	NA	4499777,66	5733225,286
7859	Siedlung	undat.	NA	NA	4499776,364	5733221,135
7860	Siedlung	undat.	NA	NA	4499776,329	5733217,447
7861	Siedlung	undat.	NA	NA	4499773,613	5733206,057
7863	Siedlung	undat.	NA	NA	4499776,01	5733206,93
7866	Siedlung	undat.	NA	NA	4499780,364	5733203,622
7871	Siedlung	undat.	NA	NA	4499786,695	5733197,779
7874	Siedlung	undat.	NA	NA	4499780,203	5733208,147
7875	Siedlung	undat.	NA	NA	4499778,729	5733208,093
7877	unklar	undat.	NA	NA	4499763,564	5733237,184
7885	Siedlung	undat.	NA	NA	4499785,883	5733199,92
7886	Siedlung	undat.	NA	NA	4499788,599	5733197,894
7887	Siedlung	undat.	NA	NA	4499790,206	5733231,141
7888	Siedlung	undat.	NA	NA	4499789,97	5733198,641
7900	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4494555,172	5735863,72
7906	Siedlung	undat.	NA	NA	4499785,185	5733192,855
7910	Siedlung	undat.	NA	NA	4499781,08	5733208,097
7912	Siedlung	undat.	NA	NA	4499838,036	5733204,394
7914	Siedlung	undat.	NA	NA	4499790,031	5733200,125
7918	Siedlung	undat.	NA	NA	4499821,767	5733195,987
7920	Siedlung	undat.	NA	NA	4499820,26	5733201,546
7930	Siedlung	undat.	NA	NA	4499828,066	5733207,747
7931	Siedlung	undat.	NA	NA	4499850,985	5733228,776
8015	Siedlung	undat.	NA	NA	4499780,612	5733221,272
7923	Siedlung	undat.	NA	NA	4499792,913	5733232,877
7924	Siedlung	undat.	NA	NA	4499773,192	5733205,5
7925	Siedlung	undat.	NA	NA	4499773,932	5733232,151
7927	Siedlung	undat.	NA	NA	4499774,775	5733233,293
7929	Siedlung	undat.	NA	NA	4499794,716	5733177,311
7946	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491568,037	5738317,043
7947	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491560,397	5738312,311
7948	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491568,711	5738310,089
7951	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491532,233	5738328,235
7952	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491521,88	5738341,506
7964	unklar	undat.	NA	NA	4492610,122	5737954,049
7968	Siedlung	undat.	NA	NA	4492721,126	5737949,435
7989	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491519,639	5738328,203
7991	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491578,346	5738328,43
7994	Siedlung	undat.	NA	NA	4494477,445	5736000,426
7995	Siedlung	undat.	NA	NA	4494581,622	5735815,606
7999	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491539,132	5738321,769
8002	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491580,93	5738311,982
8012	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491571,787	5738316,766
8005	unklar	undat.	NA	NA	4492518,759	5737974,313
8007	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491584,836	5738305,543
8010	Siedlung	undat.	NA	NA	4499784,681	5733194,831
8021	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491531,347	5738340,666
8046	Siedlung	undat.	NA	NA	4492690,992	5737933,462
8026	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491525,823	5738349,534
8028	Siedlung	undat.	NA	NA	4499831,623	5733202,893
8029	Siedlung	undat.	NA	NA	4499851,105	5733220,763
8047	Siedlung	undat.	NA	NA	4492601,592	5737917,603
8030	Siedlung	undat.	NA	NA	4499812,69	5733206,462
8034	Siedlung	undat.	NA	NA	4499828,143	5733235,742
8044	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491533,25	5738351,099
8035	Siedlung	undat.	NA	NA	4499828,55	5733223,007
8040	Siedlung	undat.	NA	NA	4492731,154	5737889,521
8041	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491558,058	5738321,978
8042	Siedlung	undat.	NA	NA	4492738,599	5737928,454
8043	Siedlung	undat.	NA	NA	4492735,078	5737929,443
8045	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491559,759	5738321,152
8049	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491534,599	5738340,144
8050	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491526,72	5738355,297
8051	Siedlung	undat.	NA	NA	4492624,495	5737905,844
8053	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491562,639	5738327,956
8054	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491558,569	5738325,569
8055	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491562,567	5738323,998
8056	Siedlung	undat.	NA	NA	4492641,593	5737924,981
8057	Siedlung	undat.	NA	NA	4492640,601	5737917,792
8077	Siedlung	undat.	NA	NA	4499824,047	5733200,736
8073	Siedlung	undat.	NA	NA	4499807,185	5733172,772
8074	Siedlung	undat.	NA	NA	4499849,971	5733226,011
8075	Siedlung	undat.	NA	NA	4499850,196	5733220,485
8078	Siedlung	undat.	NA	NA	4499843,819	5733209,952
8079	Siedlung	undat.	NA	NA	4499839,62	5733206,692
8081	Siedlung	undat.	NA	NA	4492654,528	5737905,106
8084	Siedlung	undat.	NA	NA	4499186,229	5733314,33
8085	Siedlung	undat.	NA	NA	4499223,338	5733321,875
8103	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491525,196	5738337,765
8104	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491560,741	5738325,248
8099	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491531,162	5738335,09
8100	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491555,991	5738326,892
8101	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4491538,549	5738340,151
8102	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491569,995	5738311,374
8106	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491588,602	5738302,608
8107	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491537,757	5738328,988
8108	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491534,38	5738327,936
8109	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4491535,443	5738332,567
8110	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491535,138	5738329,413
8111	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491533,22	5738337,34
8112	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491524,792	5738340,428
8114	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4491539,824	5738325,003
8115	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491538,361	5738326,956
8116	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491536,225	5738322,675
8117	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491536,43	5738327,661
8118	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491534,609	5738325,338
8120	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491530,659	5738332,937
8257	Siedlung	undat.	NA	NA	4499415,71	5733239,257
8121	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491528,958	5738332,461
8122	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491569,922	5738323,102
8123	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491526,439	5738339,156
8125	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491538,173	5738334,733
8127	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491542,693	5738331,646
8129	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491584,171	5738304,036
8130	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491581,389	5738308,157
8131	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491555,886	5738326,574
8132	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491550,146	5738316,013
8133	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491547,699	5738321,898
8134	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491592,263	5738300,799
8135	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491566,312	5738322,266
8136	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491564,346	5738326,639
8137	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491563,194	5738321,641
8189	Siedlung	Neolithikum	spaet	Schnurkeramik	4492833,636	5737780,42
8184	Siedlung	Neolithikum	spaet	Schnurkeramik	4492833,259	5737781,679
8185	Siedlung	Neolithikum	spaet	Schnurkeramik	4492829,478	5737781,79
8186	Siedlung	Neolithikum	spaet	Schnurkeramik	4492829,922	5737779,76
8619	Siedlung	undat.	NA	NA	4494250,276	5736257,377
8190	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491576,756	5738313,923
8191	Siedlung	undat.	NA	NA	4494559,743	5735867,201
8255	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491574,488	5738310,761
8254	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491556,735	5738340,059
8245	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491531,546	5738344,998
8258	Siedlung	undat.	NA	NA	4499429,026	5733245,451
8259	Siedlung	undat.	NA	NA	4499431,216	5733240,052
8260	Siedlung	undat.	NA	NA	4499375,132	5733250,838
8261	Siedlung	undat.	NA	NA	4499368,274	5733251,033
8262	Siedlung	undat.	NA	NA	4499661,633	5733228,172
8263	Siedlung	undat.	NA	NA	4499659,629	5733215,736
8264	Siedlung	undat.	NA	NA	4499640,627	5733197,103
8265	Siedlung	undat.	NA	NA	4499637,971	5733220,763
8266	Siedlung	undat.	NA	NA	4499696,362	5733161,595
8267	Siedlung	undat.	NA	NA	4499675,384	5733178,828
8282	Siedlung	undat.	NA	NA	4499802,858	5733215,149
8283	Siedlung	undat.	NA	NA	4499810,599	5733171,278
8285	Siedlung	undat.	NA	NA	4499811,179	5733229,264
8286	Siedlung	undat.	NA	NA	4499859,794	5733182,251
8330	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491549,21	5738318,608
8331	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491518,86	5738329,174
8332	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491524,75	5738326,74
8352	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491610,882	5738291,312
8356	Siedlung	undat.	NA	NA	4492732,59	5737959,073
8357	Siedlung	undat.	NA	NA	4492740,104	5737948,349
8358	Siedlung	undat.	NA	NA	4492617,418	5737952,395
8359	Siedlung	undat.	NA	NA	4492654,156	5737914,719
8360	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4492656,311	5737917,763
8361	Siedlung	undat.	NA	NA	4492707,844	5737913,185
8362	Siedlung	undat.	NA	NA	4492708,399	5737915,347
8363	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4492663,198	5737942,793
8364	Siedlung	undat.	NA	NA	4492673,408	5737944,044
8365	Siedlung	undat.	NA	NA	4492672,329	5737944,724
8396	Siedlung	undat.	NA	NA	4492732,137	5737928,815
8545	Siedlung	undat.	NA	NA	4492716,07	5737926,113
8590	Siedlung	undat.	NA	NA	4494284,945	5736211,443
8572	Siedlung	undat.	NA	NA	4494247,14	5736238,994
8592	Siedlung	undat.	NA	NA	4494249,185	5736240,761
9293	Siedlung	undat.	NA	NA	4492833,063	5737778,366
8578	Siedlung	undat.	NA	NA	4494269,629	5736212,143
8579	Siedlung	undat.	NA	NA	4494268,665	5736212,874
8581	Siedlung	undat.	NA	NA	4494247,82	5736238,718
8587	Siedlung	undat.	NA	NA	4494248,425	5736239,652
8588	Siedlung	undat.	NA	NA	4494279,264	5736214,761
8598	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491600,058	5738315,778
8599	Siedlung	undat.	NA	NA	4494260,679	5736252,037
8617	Siedlung	undat.	NA	NA	4494240,36	5736255,836
8600	Siedlung	undat.	NA	NA	4494246,674	5736266,87
8601	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491596,009	5738315,353
8602	Siedlung	undat.	NA	NA	4494236,942	5736257,137
8609	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491597,759	5738319,111
8611	Siedlung	undat.	NA	NA	4494283,314	5736235,883
8613	Siedlung	undat.	NA	NA	4494284,337	5736233,893
8616	Siedlung	undat.	NA	NA	4494281,4	5736233,183
8604	Siedlung	undat.	NA	NA	4494249,88	5736232,58
8605	Siedlung	undat.	NA	NA	4494264,392	5736246,606
8625	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491644,861	5738290,216
8642	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491559,83	5738331,547
8657	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491548,107	5738338,62
8660	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491624,271	5738288,078
8667	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491587,494	5738322,302
8674	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491583,843	5738317,678
8676	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491584,746	5738313,694
8680	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491579,605	5738317,667
8688	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491550,719	5738343,236
8689	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491539,793	5738345,07
8690	Siedlung	undat.	NA	NA	4491611,074	5738297,81
8691	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491589,315	5738296,565
8692	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491571,509	5738315,039
8693	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491579,769	5738310,846
8694	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491584,573	5738300,292
8695	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491583,197	5738302,281
8696	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491586,807	5738303,054
8697	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491549,976	5738320,22
8698	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491527,664	5738331,745
8699	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491523,641	5738333,906
8700	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491519,377	5738337,319
8701	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491521,101	5738343,378
8702	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491531,266	5738329,584
8704	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491511,467	5738346,499
8705	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491539,957	5738332,443
8710	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491535,467	5738320,329
8712	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491520,956	5738324,896
8713	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491520,652	5738331,07
8714	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491519,047	5738330,435
8717	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491520,059	5738320,239
9294	Siedlung	undat.	NA	NA	4492746,312	5737844,59
8720	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491511,889	5738327,999
8731	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491511,062	5738310,325
8815	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4494636,233	5735775,895
8799	Siedlung	undat.	NA	NA	4494496,554	5735933,905
